 Showtime,"Knock on door   Showtime!   Ok, here we go.   People walking as large crowd cheering fades in"
 Jet,"I can almost remember their funny faces   That time you told 'em that you were going to be marrying soon   And Jet   I thought the only lonely place was on the moon   Was your father as bold as a sergeant major?   Well how come he told you that you were hardly old enough yet?   And Jet   I thought the major was a lady sufragette   Ah, mater, want Jet to always love me?   Ah, mater, much later   With the wind in your hair of a thousand laces   Climb on the back and we'll go for a ride in the sky   And Jet   I thought the major was a little lady suffragette   And Jet   You know I thought you was a little lady suffragette   A little lady, my little lady yes!"
 Got To Get You Into My Life,"I was alone, I took a ride   I didn't know what I would find there   Another road where maybe I could see another kind of mind there   Ooh, then I suddenly see you   Ooh, did I tell you I need you   Every single day of my life   You didn't run, you didn't hide   You knew I wanted just to hold you   And had you gone you knew in time we'd meet again 'cause I had told you   Ooh, you were meant to be near me   Ooh, and I want you hear me   Say we'll be together every day   Got to get you into my life   What can I do, what can I be   When I'm with you I want to stay there   And if I'm true I'll never leave   And if I do I know the way there   Ooh, then I suddenly see you   Ooh, did I tell you I need you   Every single day of my life   Got to get you into my life   Got to get you into my life   I was alone, I took a ride   I didn't know what I would find there   Another road where maybe I could see another kind of mind there   Then suddenly I see you   Did I tell you I need you   Got to get you into my life"
 Band On The Run,"Stuck inside these four walls   Sent inside forever   Never seeing no one nice again   Like you, mama, you, mama, you   If I ever get out of here   Thought of giving it all away   To a registered charity   All I need is a pint a day if I ever get out of here   If we ever get out of here   Well, the rain exploded with a mighty crash   As we fell into the sun   And the first one said to be the second one there   I hope you're having fun   Band on the run, band on the run   And the jailer man and sailor Sam   Were searching everyone   For the band on the run, band on the run   Band on the run, band on the run   Well, the undertaker drew a heavy sigh   Seeing no one else had come   And a bell was ringing in the village square   For the rabbits on the run   Band on the run, band on the run   And the jailer man and sailor Sam   Were searching everyone   For the band on the run, band on the run   Yeah the band on the run, the band on the run   Band on the run, band on the run   Well, the night was falling as a desert world   Began the settle down   In the town they're searching for us everywhere   But we never will be found   Band on the run, band on the run   And the county judge who held a grudge   Will search for evermore   For the band on the run, the band on the run   Band on the run, band on the run"
 Birthday,"You say it's your birthday   It's my birthday too--yeah   They say it's your birthday   We're gonna have a good time   I'm glad it's your birthday   Happy birthday to you.   Yes we're going to a party party   Yes we're going to a party party   Yes we're going to a party party.   I would like you to dance--Birthday   Take a cha-cha-cha-chance-Birthday   I would like you to dance--Birthday   Dance   You say it's your birthday   Well it's my birthday too--yeah   You say it's your birthday   We're gonna have a good time   I'm glad it's your birthday   Happy birthday to you."
 Crackin' Up,"You're always karkin' 'bout the money I spent,   You never quit screamin' 'bout payin' the rent.   Quit buggin' me, yeah, yeah.   He's crackin' up, yeah, yeah.   He's crackin' up, yeah, yeah.   He's crackin' up, I'm crackin' up, baby."
 The Fool On The Hill,"Day after day alone on the hill,   The man with the foolish grin is keeping perfectly still,   But nobody wants to know him,   They can see that he's just a fool,   And he never gives an answer,   But the fool on the hill   Sees the sun going down,   And the eyes in his head,   See the world spinning around.   Well on his way his head in a cloud,   The man of a thousand voices talking percetly loud   But nobody ever hears him,   Or the sound he appears to make,   And he never seems to notice,   But the fool on the hill...   Nobody seems to like him   They can tell what he wants to do.   And he never shows his feelings,   But the fool on the hill..."
 Sgt. Pepper's Lonely Hearts Club Band,"It was twenty years ago today,   Sgt. Pepper taught the band to play   They've been going in and out of style   But they're guaranteed to raise a smile.   So may I introduce to you   The act you've known for all these years,   Sgt. Pepper's Lonely Hearts Club Band.   We're Sgt. Pepper's Lonely Hearts Club Band,   We hope you will enjoy the show,   We're Sgt. Pepper's Lonely Hearts Club Band,   Sit back and let the evening go.   Sgt. Pepper's lonely, Sgt. Pepper's lonely,   Sgt. Pepper's Lonely Hearts Club Band.   It's wonderful to be here,   It's certainly a thrill.   You're such a lovely audience,   We'd like to take you home with us,   We'd love to take you home.   I don't really want to stop the show,   But I thought that you might like to know,   That the singer's going to sing a song,   And he wants you all to sing along.   So let me introduce to you   The one and only Billy Shears   And Sgt. Pepper's Lonely Hearts Club Band."
 Can't Buy Me Love,"Can't buy me love, love   Can't buy me love   I'll buy you a diamond ring my friend if it makes you feel alright   I'll get you anything my friend if it makes you feel alright   'Cause I don't care too much for money, money can't buy me love   I'll give you all I got to give if you say you love me too   I may not have a lot to give but what I got I'll give to you   I don't care too much for money, money can't buy me love   Can't buy me love, everybody tells me so   Can't buy me love, no no no, no   Say you don't need no diamond ring and I'll be satisfied   Tell me that you want the kind of thing that money just can't buy   I don't care too much for money, money can't buy me love"
 Matchbox,"I said I'm sittin' here watchin'   Matchbox hole in my clothes.   I said I'm sittin' here watchin'   Matchbox hole in my clothes.   I ain't got no matches but I sure   Got a long way to go.   I'm an ol' poor boy, and I'm a   Long way from home.   I'm an ol' poor boy, and I'm a   Long way from home.   I'll never be happy cause everything I've   Ever did was wrong.   Well, If you don't want my peaches honey,   Please don't shake my tree.   Well, If you don't want my peaches honey,   Please don't shake my tree.   I got news for you baby, leave me here in   Misery.   Well, let me be your little dog, till your   Big dog comes.   Well, let me be your little dog, till your   Big dog comes.   And when your big dog gets here, watch how   Your puppy dog runs.   I said I'm sittin' here watchin'   Matchbox hole in my clothes.   I said I'm sittin' here watchin'   Matchbox hole in my clothes.   I ain't got no matches but I sure   Got a long way to go."
 Together,"Ooh, ooh, yeah, yeah.   Ooh, ooh, ooh, yeah, yeah, yeah, yeah.   Oh, oh, yeah, yeah, yeah, yeah.   Together we can make it happen,   Together we can make it stick.   Together, together we can make it happen,   Together we can make it stick.   Together we can make it happen, together   I learn something special, special every day.   I learn something special every day.   Together we can make it happen, together   Learn something hard, learn something fast,   And I learn to find my way.   Together we can make it happen,   Together we can make it stick."
 Things We Said Today,"You say you will love me   If I have to go.   You'll be thinking of me,   Somehow I will know.   Someday when I'm lonely,   Wishing you weren't so far away,   Then I will remember   The things we said today.   You say you'll be mine, girl,   Until the end of time.   These days such a kind girl   Seems so hard to find.   Someday when we're dreaming,   Deep in love, not a lot to say.   Then we will tremember   The things we said today.   Me, I'm just the lucky kind.   Love to hear you say that love is luck.   And, though we may be blind,   Love is here to stay. And that's enough   To make you mine, girl,   Be the only one.   Love me all the time, girl.   We'll go on and on.   Someday when we're dreaming,   Deep in love, not a lot to say.   Then we will tremember   The things we said today.   Love me all the time, girl.   We'll go on and on.   Someday when we're dreaming,   Deep in love, not a lot to say.   Then we will tremember   The things we said today."
 Eleanor Rigby,"Ah, look at all the lonely people   Ah, look at all the lonely people   Eleanor Rigby picks up the rice   In the church where her wedding has been,   Lives in a dream.   Waits at the window,   Wearing the face that she keeps   In a jar by the door,   Who is it for?   All the lonely people, where do they all come from?   All the lonely people, where do they all belong?   Father Mackenzie, writing the words to a sermon   That no one will hear,   No one comes near.   Look at him working,   Darning his socks   In the night when there's nobody there   What does he care?   All the lonely people, where do they all come from?   All the lonely people, where do they all belong?   Ah, look at all the lonely people   Ah, look at all the lonely people   Eleanor Rigby died in the church   And was buried along with her name   Nobody came.   Father Mackenzie, wiping the dirt from his hands   As he walks from the grave   No one was saved.   All the lonely people, where do they all come from?   Ah, look at all the lonely people   All the lonely people, where do they all belong?   Ah, look at all the lonely people"
 Back In The U.S.S.R.,"Flew in from Miami Beach BOAC   Didn't get to bed last night   On the way the paper bag was on my knee   Man I had a dreadful flight   I'm back in the U.S.S.R.   You don't know how lucky you are boy   Back in the U.S.S.R.   Been away so long I hardly knew the place   Gee it's good to be back home   Leave it till tomorrow to unpack my case   Honey disconnect the phone   I'm back in the U.S.S.R.   You don't know how lucky you are boy   Back in the U.S.S.R.   Well the Ukraine girls really knock me out   They leave the West behind   And Moscow girls make me sing and shout   That Georgia's always on my mind.   I'm back in the U.S.S.R.   You don't know how lucky you are boys   Back in the U.S.S.R.   Show me round your snow peaked mountains way down south   Take me to your daddy's farm   Let me hear your balalaika's ringing out   Come and keep your comrade warm.   I'm back in the U.S.S.R.   You don't know how lucky you are boys   Back in the U.S.S.R."
 I Saw Her Standing There,"1 - 2 - 3 - 4   Well, she was just seventeen   You know what I mean   And the way she looked was way beyond compare   So how could I dance with another   And I saw her standing there   Well, she looked at me, and I, I could see   That before too long, I'd fall in love with her   She wouldn't dance with another   And I saw her standing there   Well, my heart went boom   When I crossed that room   And I held her hand in mine   Whoa, we danced through the night   And we held each other tight   And before too long, I fell in love with her   Now, I'll never dance with another   Since I saw her standing there   Well, my heart went boom   When I crossed that room   And I held her hand in mine   Whoa, we danced through the night   And we held each other tight   And before too long, I fell in love with her   Now, I'll never dance with another   Since I saw her standing there"
 Twenty Flight Rock,"Well I got a girl with a record machine,   When it comes to rocking she's a queen.   I took her to a dance on a Saturday night,   All alone where I can hold her tight.   She lives on the twentieth floor uptown.   The elevator's broken down.   And I walk one, two flight, three flight four,   Five six seven flight, eight flight more.   Up on the twelfth I'm starting to sag,   Fifteenth floor I'm ready to drag.   I get to the top and I'm too tired to rock.   You know she called me up on the telephone,   Said come on ever baby 'cause I'm all alone.   I said baby you're mighty sweet,   But I'm in bed with aching feet.   This went on for a couple of days,   But I couldn't stay away.   And I walk one, two flight, three flight four,   Five six seven flight, eight flight more.   Up on the twelfth I'm starting to sag,   Fifteenth floor I'm ready to drag.   I get to the top and I'm too tired to rock.   Well I sent to Chicago for repairs,   Till it's fixed I'm using the stairs.   I hope they hurry, before it's too late,   I want my baby too much to wait.   All this climbing is getting me down,   They'll find me hanging over the rail.   And I walk one, two flight, three flight four,   Five six seven flight, eight flight more.   Up on the twelfth I'm starting to sag,   Fifteenth floor I'm ready to drag.   I get to the top and I'm too tired to rock.   And I walk one, two flight, three flight four,   Five six seven flight, eight flight more.   Up on the twelfth I'm starting to sag,   Fifteenth floor I'm ready to drag,   I get to the top and I'm too tired to rock."
 Sally,"Sally, Sally, pride of our alley,   You're more than the whole world to me.   Sally, Sally, don't ever wander   Away from the alley and me.   spoken:   'Ladies and gentlemen, Reginald Dixon and the Blackpool Tower Orchestra.   Come on Reg! Lovely! Lovely! Lovely!   I love the way this boy plays, I love it!   Marvellous, marvellous, I love it, I love it!'   Oh now when you're away there are grey skies,   And when I'm away there are even more grey skies   Than the grey skies I talked about before.   Sally, Sally, don't ever wander   Away from the alley and me. Oh.   spoken:   'Thank you, thank you, thank you so much.   Thank you, thank you so much.   For coming here to Batley tonight.   So lovely!   Thank you so much!'"
 Let It Be,"When I find myself in times of trouble   Mother Mary comes to me   Speaking words of wisdom, let it be.   And in my hour of darkness   She is standing right in front of me   Speaking words of wisdom, let it be.   Let it be, let it be.   Whisper words of wisdom, let it be.   And when the broken hearted people   Living in the world agree,   There will be an answer, let it be.   For though they may be parted there is   Still a chance that they will see   There will be an answer, let it be.   Let it be, let it be. Yeah   There will be an answer, let it be.   And when the night is cloudy,   There is still a light that shines on me,   Shine on until tomorrow, let it be.   I wake up to the sound of music   Mother Mary comes to me   Speaking words of wisdom, let it be.   Let it be, let it be.   There will be an answer, let it be.   Let it be, let it be,   Whisper words of wisdom, let it be."
 Ain't That A Shame,"You made me cry when you said goodbye.   Ain't that a shame,   Oh my tears fell like rain.   Ain't that a shame,   You're the one to blame.   You broke my heart when you said we'd part.   Ain't that a shame,   Oh my tears fell like rain.   Ain't that a shame,   You're the one to blame.   You're the one to blame.   You made me cry when you said goodbye.   Ain't that a shame,   Oh my tears fell like rain.   Ain't that a shame,   You're the one to blame.   Oh well good goodbye although I'm gonna cry.   Ain't that a shame,   Oh my tears fell like rain.   Ain't that a shame,   You're the one to blame"
 Live And Let Die,"When you were young and your heart was an open book,   You used to say live and let live   You know you did, you know you did, you know you did   But if this ever-changing world in which we're livin'   Makes you give in and cry,   Say live and let die   Live and let die   Live and let die   Live and let die   What does it matter to you?   When you got a job to do   You got to do it well   You got to give the other fellow hell   You used to say live and let live   You know you did, you know you did, you know you did   But if this ever-changing world in which we're livin'   Makes you give in and cry,   Say live and let die   Live and let die   Live and let die   Live and let die"
 If I Were Not Upon The Stage,"If I were not upon the stage,   If I were not upon the stage.   ""Hey! hey! no! no! hey! no! hey! no! no! that's... that's not the one I meant, no! no! no, we don't want that one! what I meant to say, what I meant to say..."""
 Hey Jude,"Hey, Jude, don't make it bad,   Take a sad song and make it better.   Remember to let her into your heart,   Then you can start to make it better.   Hey, Jude, don't be afraid,   You were made to go out and get her.   The minute you let her under your skin,   Then you begin to make it better.   And anytime you feel the pain,   Hey, Jude, refrain,   Don't carry the world upon your shoulders.   For well you know that it's a fool   Who plays it cool   By making his world a little colder.   Da da da da da da da da da.   Hey, Jude, don't let me down,   You have found her, now go and get her.   Remember to let her into your heart,   Then you can start to make it better.   So let it out and let it in, hey Jude, begin,   You're waiting for someone to perform with.   And don't you know that it's just you, hey Jude you'll do,   The movement you need is on your shoulder.   Da da da da da da da da da.   Hey, Jude, don't make it bad,   Take a sad song and make it better.   Remember to let her under your skin,   Then you begin to make it better..."
 Get Back,"Sweet Loretta Fat, she thought she was a cleaner, but she was a frying pan.   Jojo was a man who thought he was a loner   But he knew it wouldn't last.   Jojo left his home in Tucson, Arizona   For some California grass.   Get back, get back.   Get back to where you once belonged   Get back, get back.   Get back to where you once belonged.   Get back Jojo. Go home   Get back, get back.   Back to where you once belonged   Get back, get back.   Back to where you once belonged.   Get back Jo.   Sweet Loretta Martin thought she was a woman   But she was another man   All the girls around her say she's got it coming   But she gets it while she can   Get back, get back.   Get back to where you once belonged   Get back, get back.   Get back to where you once belonged.   Get back Loretta. Go home   Get back, get back.   Get back to where you once belonged   Get back, get back.   Get back to where you once belonged.   Get back Loretta   Your mother's waiting for you   Wearing her high-heel shoes   And her low-neck sweater   Get on home Loretta   Get back, get back.   Get back to where you once belonged.   Thanks, Mo! ...on behalf of the group I hope we passed the audition."
 Golden Slumbers/Carry That Weight/The End,"Once there was a way to get back homeward   Once there was a way to get back home   Sleep pretty darling do not cry   And I will sing a lullaby   Golden Slumbers fill your eyes   Smiles awake you when you rise   Sleep pretty darling do not cry   And I will sing a lullaby   Once there was a way to get back homeward   Once there was a way to get back home   Sleep pretty darling do not cry   And I will sing a lullaby   Boy, you're gonna carry that weight   Carry that weight a long time   Boy, you're gonna carry that weight   Carry that weight a long time   I never give you my pillow   I only send you my invitations   And in the middle of the celebrations   I break down   Boy, you're gonna carry that weight   Carry that weight a long time   Boy, you're gonna carry that weight   Carry that weight a long time   Oh yeah, all right   Are you gonna be in my dreams   Tonight   And in the end   The love you take   Is equal to the love you make"
 Don't Let The Sun Catch You Crying,"Don't let the sun catch you cryin',   Cryin' on my front door,   You done daddy dirty now   And honey he ain't gonna love you no more.   And don't let the sun catch you cryin',   Cryin' on my front door,   You done daddy dirty now   And honey he ain't gonna love you no more.   Well you can cry, cry, cry, cry   Oh now baby, you can wail.   Yo can bang your little head on the pavement   Till the man comes and throws you in jail.   Cryin' on my front door,   You done daddy dirty now   Yeah and honey he ain't gonna love you no more.   Well you can cry, cry, cry, cry   Oh now baby, baby you can wail.   You can bang your hear on that hard hard pavement   Till the man comes and throws you in jail.   Cryin' on my front door,   You done daddy dirty now   And honey he ain't gonna love you no more.   Yeah, you know you done him dirty now,   You know you done him dirty,   And I just can't love you no more."
 All My Trials,"There's only one thing that money can't buy   True love, that will never die, oh no, no   All my trials, Lord, soon be over   If religion was a thing that money could buy   Well the rich would live and the poor would die   All my trials, Lord, soon be over   Well, the river of Jordan is chilly and cold, yeah, yeah, yeah   Chills the body but not the soul, yeah   All my trials, Lord, soon be over   All my trials, Lord, soon be over   All my trials, Lord, soon be over"
 Be-Bop-A-Lula,"Well   Be-Bop-A-Lula she's my baby   Be-Bop-A-Lula don't mean maybe   Be-Bop-A-Lula she's my baby   Be-Bop-A-Lula don't mean maybe   Be-Bop-A-Lula she's my baby doll, my baby doll, my baby doll   Well   She's the one in the red blue jeans   She's the queen of all the team   She's the woman walkin' that I know   She's the woman that loves me so   Well   Be-Bop-A-Lula she's my baby   Be-Bop-A-Lula don't mean maybe   Be-Bop-A-Lula she's my baby   Be-Bop-A-Lula don't mean maybe   Be-Bop-A-Lula she's my baby doll, my baby doll, my baby doll   Well   Be-Bop-A-Lula she's my baby   Be-Bop-A-Lula don't mean maybe   Be-Bop-A-Lula she's my baby   Be-Bop-A-Lula don't mean maybe   Be-Bop-A-Lula she's my baby doll, my baby doll, my baby doll   Well   She's the woman who's got that beat   She's the woman with the flying feet   She's the woman walk around the store   She's the woman gives me more more more   Well   Be-Bop-A-Lula she's my baby   Be-Bop-A-Lula don't mean maybe   Be-Bop-A-Lula she's my baby   Be-Bop-A-Lula don't mean maybe   Be-Bop-A-Lula she's my baby doll, my baby doll, my baby doll   Come On Wix, Clamp 'Em   Well   Be-Bop-A-Lula she's my baby   Be-Bop-A-Lula don't mean maybe   Be-Bop-A-Lula she's my baby   Be-Bop-A-Lula don't mean maybe   Be-Bop-A-Lula she's my baby doll, my baby doll, my baby doll"
 I Lost My Little Girl,"Well I woke up late this morning   My head was in a whirl   Only then I realized   I lost my little girl   Oh oh oh oh   Well her clothes were not expensive   Her hair didn't always curl   I don't know why I loved her   But I loved my little girl   Oh oh oh oh   Well gather round people   Let me tell you the story   The very first song I wrote   Well gather round people   Let me tell you the story   The very first song I wrote   I woke up late this morning   My head was in a whirl   Only then I realized   I lost my little girl   Oh oh oh oh"
 Blue Moon Of Kentucky,"Well Blue moon of Kentucky   Keep on shining,   Shine on the one that's gone and left me blue.   Well blue moon of Kentucky   Keep on shining,   Shine on the one that's gone and left me blue.   Well, it was on one moonlight night,   Well Stars shining bright,   Wind blowin' high   My Love said good-bye.   Blue moon of Kentucky   Keep on shining.   Shine on the one that's gone and left me blue.   Well, it was on one moonlight night,   Stars shining bright,   Wind blowin' high   Love said good-bye.   Blue moon of Kentucky   Keep on shining.   Shine on the one that's gone and left me blue.   Well Blue moon, blue moon, blue moon,   Keep shining bright.   Well Blue moon, keep on shining bright,   You're gonna bring me back my baby tonight,   Blue moon, yeh keep shining bright.   Blue moon of Kentucky   Keep on shining,   Shine on the one that's gone and left me blue.   Well blue moon of Kentucky   Keep on shining,   Shine on the one that's gone and left me blue.   Well, it was on one moonlight night,   Stars shining bright,   Wind blowin' high   My Love said good-bye.   Blue moon of Kentucky   Keep on shining.   Shine on the one that's gone and left me blue.   Shine on the one that's gone and left me blue."
 We Can Work It Out,"Try to see it my way   Do I have to keep on talking till I can't go on?   While you see it your way   Run the risk of knowing that our love may soon be gone   We can work it out   We can work it out   Think of what you're saying   You can get it wrong and still you think that it's alright   Think of what I'm saying   We can work it out and get it straight or say good night   We can work it out   We can work it out   Life is very short and there's no time   For fussing and fighting, my friend   I have always thought that it's a crime   So I will ask you once again   Try to see it my way   Only time will tell if I am right or I am wrong   While you see it your way   There's a chance that we might fall apart before too long   We can work it out   We can work it out   Life is very short and there's no time   For fussing and fighting, my friend   I have always thought that it's a crime   So I will ask you once again   Try to see it my way   Only time will tell if I am right or I am wrong   While you see it your way   There's a chance that we might fall apart before too long   We can work it out   We can work it out"
 San Francisco Bay Blues,"Ow! Ow!   Well, when I'm walking with my baby   Down by the San Francisco bay,   The ocean liner is going so far away,   I didn't mean to treat her so bad,   She was the best pal I ever had.   She made me cry, she made me sigh,   I wanna lay down and die.   Well, I ain't got a dollar, I don't give a lousy dime,   And if she never comes back, you know, I'm gonna lose my mind.   But if she ever come back to stay, it's gonna be a brand new day,   When I'm walking with my baby   Down by the San Francisco bay, hey, yeah.   Yihay!   Yihay!   Oh! Oh! Oh!   Oh yeah, I don't give a lousy dime!   Gonna lose my mind!   But if she ever...   Yes, it's gonna be a...   Walking...   Yeah, yeah.   Well, when I'm walking with my baby   Down by the San Francisco bay,   You know the ocean liner is going so far away,   Well, I didn't mean to treat her so bad,   She was the best pal I ever had.   She made me cry, she made me sigh,   She made me wanna lay down and die."
 I've Just Seen A Face,"I've just seen a face I can't forget the time or place   Where we just met she's just the girl for me   And I want all the world to se we've met   La da da da da dum   Had it been another day I might have looked the other way   And I'd have never been aware but as it is I'll dream of her tonight   La da da da da dum   Falling, yes I am falling   And she keeps calling   Me back again   I have never known the likes of this I'd been alone   And I have missed things and kept out of sight   But other girls were never quite like this   La da da da da dum   Falling, yes I am falling   And she keeps calling   Me back again   I've just seen a face I can't forget the time or place   Where we just met, she's just the girl for me   And I want all the world to see we've met   La da da da da dum   Falling yes I am falling   And she keeps calling   Me back again"
 She's A Woman,"My love don't give me presents   I know that she's no peasant   Only ever has to give me   Love forever and forever   My love don't give me presents   Turns me on when I get lonely   People tell me that she's only foolin'   I know she isn't   She don't give boys the eye   She hate to see me cry   She is happy just to hear me say   That I will never leave her   She don't give boys the eye   She will never make me jealous   Gives me all her time as well as lovin'   Don't ask me why   She's a woman who understands   She's a woman who loves her man   My love don't give me presents   I know that she's no peasant   Only ever has to give me   Love forever and forever   My love don't give me presents   Turns me on when I get lonely   People tell me that she's only foolin'   I know she isn't   She's a woman who understands   She's a woman who loves her man   My love don't give me presents   I know that she's no peasant   Only ever has to give me   Love forever and forever   My love don't give me presents   Turns me on when I get lonely   People tell me that she's only foolin'   I know she isn't   She's a woman, she's a woman..."
 Hi-Heel Sneakers,"Unfortunately, we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a   random page   ?"
 And I Love Her,"I give her all my love   That's all I do   And If you saw my love   You'd love her, too   I love her   She gives me everything   And tenderly   The kiss my lover brings   She brings to me   And I love her   A love like ours   Could never die   As long as I   Have you near me   Bright are the stars that shine   Dark is the sky   I know this love of mine   Will never die   And I love her   Bright are the stars that shine   Dark is the sky   I know this love of mine   Will never die   And I love her"
 Blackbird,"Blackbird singing in the dead of night   Take these broken wings and learn to fly   All your life   You were only waiting for this moment to arise   Blackbird singing in the dead of night   Take these sunken eyes and learn to see   All your life   You were only waiting for this moment to be free   Blackbird fly   Blackbird fly   Into the light of the dark black night   Blackbird singing in the dead of night   Take these broken wings and learn to fly   All your life   You were only waiting for this moment to arise   Blackbird fly   Blackbird fly   Into the light of the dark black night   Blackbird singing in the dead of night   Won't you take these sunken eyes and learn to see   All your life   You were only waiting for this moment to be free   You were only waiting for this moment to be free   You were only waiting for this moment to be free"
 Ain't No Sunshine,"Ain't no sunshine when she's gone   It's not warm when she's away   Ain't no sunshine when she's gone   And she's always gone too long   Anytime she goes away   Wonder this time where she's gone   Wonder if she's gonna stay   Ain't no sunshine when she's gone   And this house just ain't no home   Anytime she goes away   And I know, I know...   Ain't no sunshine when she's gone   Ain't no sunshine when she's gone   Only darkness everyday   Ain't no sunshine when she's gone   And this house just ain't no home   Anytime she goes away"
 Good Rockin' Tonight,"Unfortunately, we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a   random page   ?"
 Singing The Blues,"Well, I never felt more like singing the blues   I never thought that I'd ever lose   Your love, why'd you do me this way?   Well, I never felt more like crying all night   Everything's wrong, and nothing is right   Without you, you got me singing the blues.   Well The moon and stars no longer shine   The dream is gone I thought was mine   There's nothing left for me to do   But cry-y-y-y over you cry over you   Well, I never felt more like running away   But why should I go 'cause I couldn't stay   Without you, you got me singing the blues.   Well, the moon and stars no longer shine   The dream is gone I thought was mine   There's nothing left for me to do   But cry-y-y-y over you cry over you   Well, I never felt more like running away   But why should I go 'cause I couldn't stay   Without you, you got me singing the blues.   Well, the moon and stars no longer shine   The dream is gone I thought was mine   There's nothing left for me to do   But cry-y-y-y over you cry over you   Well, I never felt more like running away   But why should I go 'cause I couldn't stay   Without you, hey you got me singing the blues.   You got me singing the blues   You got me singing the blues"
 Movement I - War,"Boy solo   Non nobis solum   Sed toti mundo nati,   Toti mundo nati.   Boys' choir   Non nobis solum   Sed toti mundo nati.   Ah, Ah   Shanty   The air raid siren slices through   A night in 1942.   A couple sheltering in the gloom   Know all too well this waiting room   For often they have in the past   Been huddled close against the blast   Of doodle bugs and bombs galore,   They can't put up with any more.   So it was that I was born   Into this world one summer morning   And breaking through this brand new day   I hear the sound of warning.   War, Ah   Shanty   Oh will it all end here?   Or is their future round the corner?   You'll be forgiven if you're down on your knees.   What will it be what will it?   What will we be what will we?   What will we see what will we see?   They stay in darkness underground   Until they hear the All Clear sound   And weary eyes will search the sky   For any sign of sunlight.   For any sign of sunlight.   Mother and father holding their child,   Not knowing what future magic lies inside.   We open our hearts,   You open the door   To peace and happiness for evermore,   For us for evermore."
